job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
44,Customer Service Associate Receptionist,"US, MD, Columbia",,,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve customer satisfaction. For almost 30 years, clients have turned to us to integrate and optimize their enterprise-wide business processes to empower employees, increase productivity and maximize results. As a trusted partner, we continually focus on delivering secure, technology-enabled document and communications solutions that improve our clients' work processes, enhance their customer interactions and drive growth.","The Customer Service Associate will be based in Columbia, MD. The right candidate will be an integral part of our talented team, supporting our continued growth.Responsibilities:Answering phones and providing callers with professional, courteous and prompt assistance.Collect and document lobby activity and metricsModerate to complex clerical and administrative assignmentsSubmit and follow up with facilities requestsResponsible for maintaining a pleasant and businesslike atmosphere in lobbyAdhere to security policies and proceduresHandle badge requests and photosHandle incoming and outgoing packages and mailAssist with conference room coordination and light cleaning and site organization","Minimum Requirements:Minimum of 6 months customer service related experience requiredHigh school diploma or equivalent (GED) requiredPreferred Qualifications:Keyboarding and windows environment PC skills required (Word, Excel and PowerPoint preferred)Able to maintain constant communication with supervisor and clientsExcellent communication skills both verbal and writtenLifting up to 55 lbs with or without accommodationsWillingness to submit to a pre-employment drug screening and criminal background checkAbility to effectively work individually or in a team environmentCompetency in performing multiple functional tasksAbility to meet employer's attendance policy ",,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
45,Customer Service Team Lead,"US, OK, Tulsa",,,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve customer satisfaction. For almost 30 years, clients have turned to us to integrate and optimize their enterprise-wide business processes to empower employees, increase productivity and maximize results. As a trusted partner, we continually focus on delivering secure, technology-enabled document and communications solutions that improve our clients' work processes, enhance their customer interactions and drive growth.","We are currently seeking a Customer Service Team Lead. The right candidate will be an integral part of our talented team, supporting our continued growth. This position will be located in our Tulsa, OKlocation.Responsibilities include, but are not limited to:Must be proficient in Microsoft Office toolsCreate and consolidate data from Excel SpreadsheetsReview and update proceduresWritten communication with customerPerform various Mail Center activities (sorting, metering, folding, inserting, delivery, pickup, etc.)Lift heavy boxes, files or paper when neededMaintain the highest levels of customer care while demonstrating a friendly and cooperative attitudeDemonstrate flexibility in satisfying customer demands in a high volume, production environmentConsistently adhere to business procedure guidelinesAdhere to all safety proceduresTake direction from supervisor or site managerMaintain all logs and reporting documentation; attention to detailParticipate in cross-training and perform other duties as assigned (Filing, outgoing shipments, etc)Operating mailing, copy or scanning equipmentShipping &amp; ReceivingHandle time-sensitive material like confidential, urgent packagesMaintain the highest levels of customer care while demonstrating a friendly and cooperative attitudePerform other tasks as assignedScanning incoming mail to recipientsPerform file purges and pullsProvide backfill when neededEnter information daily into spreadsheetsDemonstrate flexibility in satisfying customer demands in a high volume, production environmentTake direction from supervisor or site managerParticipate in cross-training and perform other duties as assignedMaintain all logs and reporting documentation; strong attention to detailConsistently adhere to business procedure guidelinesSort and deliver mail, small packagePerform any and all duties as assigned by management within reprographic services.Establish operating procedures and quality standards.Test and evaluate new equipment and materials.Responsible for all aspects of equipment.Remain informed and adhere to all established safety and security procedures.Perform necessary adjustments as outlined in the operator’s manual for set equipment.Follow start-up, shut-down and clean-up procedures for equipment.Occasional performance of limited operations on more complex, automated equipment.Monitor operations and make mechanical adjustments as needed, to ensure proper quality output.FilingPull and re-shelve FilesSort and prep documents or files for scanningScanningUtilize customer database to look up informationWhen Necessary: Assist in other site duties when needed","Required Qualifications:High school diploma or equivalent (GED) requiredMinimum of three months customer service related experience preferred.Demonstrated knowledge and experience in a related functional area preferred.Skills and Attributes:Computer skills a must – Proficient with email, Microsoft Office, instant messaging and multiple inventory software programs will be used on a daily basis.Able to effectively communicate in writing and verbally with clients and company personnel.Planning and organization skills.Excellent attendance.Customer service, people oriented.Able to effectively work independently or in a team environment.Basic mathematical knowledge.Demonstrate competency in performing required tasks.Demonstrate proficiency in operation of related equipment.High level of accuracy is critical, attention to detail.May be required to work flexible hours.",,0,1,0,Full-time,Entry level,High School or equivalent,Computer Software,Customer Service,0
46,Inside Sales Professional-Omaha,"US, NE, Omaha",,,"ABC Supply Co., Inc. is the nation’s largest wholesale distributor of roofing and one of the largest distributors of siding, windows, and other exterior building products. Since our start in 1982, we've grown to become a national organization with over 450 locations in 45 states. Our mission is to be the biggest, best, and easiest service company distributing exterior building products. We fulfill that mission by stocking the brands and products contractors need at competitive prices, operating a state-of-the-art delivery system, and actively listening to our customers. We know that we will only be successful when our customers are successful. That’s why we make good on our promises every day.","As a Sales Representative, you will provide assistance to our customers as they purchase the materials and tools they need for a wide variety of roofing, siding, and window/door replacement projects. From the moment you greet customers until their sales have been finalized, you will provide them with the best in customer service and exterior building supply expertise.Your specific duties as a Sales Representative may include:Determining customers’ needs and recommending appropriate products and solutionsFollowing ABC’s product/supply checklist for each customer’s specific job and upselling additional products and supplies for that jobAnswering customer questions and offering product adviceOrdering products from other ABC Supply branches when necessaryAccepting payment and applying it to the appropriate customer accountArranging with the warehouse for customer product pickupFollowing-up on each delivery to ensure that shipment arrived on time with all items accounted forBalancing out cash drawers and preparing bank deposits at the end of each dayArranging product displays and layouts to maximize effectivenessReordering products to keep the store and warehouse shelves well stockedGiving out comment cards to customersAddressing and resolving customer complaints when necessary","As a Sales Representative, you must have the ability to provide superior customer service and to go the extra mile to determine and provide exactly what each customer needs. It helps if you have experience with exterior building supplies so that you are familiar with the various products and associated contractor terminology. As a Sales Representative, you will also need to be self-motivated with a strong work ethic and excellent attention to detail.Specific qualifications for the Sales Representative position include:1-2 years retail/customer service experience; experience with residential roofing and siding and windows (retail supply sales or site work with a crew) preferredStrong retail merchandising skills (including shelving and layout)Excellent verbal and written communication and interpersonal skillsSolid time management and prioritization skillsBasic computer skillsAbility to lift 50-75 pounds","Your benefits package as a Sales Representative may include:Health, dental, and vision coverageLife insurance401(k)Flex spendingBonus opportunities2 weeks vacation after first full year of employmentPersonal daysSick daysPaid holidays",0,1,0,Full-time,,,Building Materials,Sales,0
47,Entry Level,"EG, C,",,,"History &amp; Background The Bank started its activities in Feb. 1985 at the time when the economic arena was characterized by major developments, a matter which gave the bank mission special significance, as Egypt was suffering at that time from great pressures on its balance of payments. This was apart from the rising deficit of the balance of trade. Consequently, the external debt problem started to represent a sort of concern to the Egyptian economy in all its sectors.The Bank was founded as a financial institution to boost Egyptian exports. The export development issue is not only an economic policy to cope with the balance of payments problem, but also represents a strategic trend for development policies in a global economy that gets closer and integrated every day. Accordingly, the export sector is a crucial propeller for modernization and development. There are various examples of many small and medium size countries in which the export sector played a significant role in developing their economies.General Trend of Bank Activities Export Development Bank of Egypt adopts special measures such as excellence and quality in playing its pivotal role. Through its distinguished performance, the bank aims to be one of the remarkable financial centers, thus it does not confine its target to attain maximum profitability only, but also to achieve prosperity.Since its inception, the Bank has managed to maintain its identity as a commercial and investment bank; rather than a deposit collecting retail commercial bank. The bank has always been eager to support the export sector through financing investment projects pertaining to such sector, which is contrary to the main philosophy of commercial banks that aim at working capital financing for existing projects. In Egypt common practice has shown that most of the development banks have turned to current operations and deposit gathering, acting as mere commercial banks and thus deviating from their authentic target of being investment and development financial institutions.The bank resorted to opening of new branches and gathering deposits in order to meet its main goal of establishing and boosting a solid export sector. Consequently, the bank persisted on gathering deposits of companies and corporations in order to be a wholesale bank. The bank re-affirmed its geographic presence in export oriented locations like that of Alexandria that was opened in May 1989 and Tenth of Ramadan in September 1989.With the change of the government monetary policy during the early nineties, and the tendency to develop sources of finance through issuing treasury bills and bonds, and lifting subsidized interest rates by all means,  the bank was motivated to establish a network of branches to mobilize financial resources. Accordingly, the network of branches at our bank had increasingly expanded to 21 branches in March 2012.With the beginning of the financial reform in 2004 following the amendment of Central Bank Law, as well as The Banking Sector and Money Law no. 88/2003, Central Bank reclassified all banks thus giving them full freedom to open new branches and promote several saving. Accordingly, the bank had to rectify all its future plans to include branch expansion policy, as well as the new banking products that concern individuals and corporations.  Developments of Bank's Activities :Throughout the life of the Bank that exceeds quarter of a century, EDBE witnessed numerous aspect of development, most significant of which were the following:Ownership :Ownership:Regarding ownership structure, the Bank has endeavored to develop the Egyptian capital market through launching new products in order to assume its basic role as an important source of funding. At first, the bank managed to change its articles of association to allow the private sector and the Egyptian family sector to contribute to its capital. It also aspired to allow its staff to own some shares of its capital part as one kind of propagating the culture of dealing with the capital market and as an incentive to the staff to further foster their loyalty and belonging to the institution in which they work.On the other hand, the Bank managed to establish companies focusing on export development, thus allowing the staff own some shares of their capital. Such companies realized good gains for the bank when sold e.g. Roto Pack and Techno Pack.Loans &amp; advancesIt is worth mentioning that the Bank's loans and advances portfolio has experienced several phases of progress throughout the history of the Bank. At the beginning, the bank focused on medium term finance for export projects or those that aim at exports in order to increase the export capacity of the country thus propagating the culture of production for export and not export of surplus products.In a subsequent phase, the bank expanded to focus on financing the working capital of different sectors of the economy.The global financial crisis at the end of the twentieth century that hit the banking sector in Egypt left behind it several criticized and troubled debts that had, in turn, its effects on our Bank. Subsequently, our Bank encountered some difficulties as a result of having a high segment of exporters who deal with the external world, thus encountering some problems which, in turn, had its effects on the credit portfolio. Nevertheless, through its efforts and due to its high coverage ratio and credit worthiness, the bank became one of the most reputable high ranking institutions regarding the quality of its loan portfolio. ",We offer diversified opportunities in various fields including but not limited to- Corporate Banking.- SME'S.- Branches Network Retail and Marketing-corporate banking . ,"-0-1 years experience English Bachelor in commerce ,Business Administration ,Economics or its Equivalent- Excellent Computer Skills - Very good communication &amp; interpersonal skills.",,0,0,0,Full-time,Entry level,Bachelor's Degree,Banking,,0
48,Customer Service Associate,"US, TN, Brentwood",,,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve customer satisfaction. For almost 30 years, clients have turned to us to integrate and optimize their enterprise-wide business processes to empower employees, increase productivity and maximize results. As a trusted partner, we continually focus on delivering secure, technology-enabled document and communications solutions that improve our clients' work processes, enhance their customer interactions and drive growth.","The Customer Service Associate will be based in Brentwood, TN. The right candidate will be an integral part of our talented team, supporting our continued growth.Key responsibilities:Operate SwitchboardCreate labels, assemble outgoing packages, and not computer systemData entryGreet visitors and general clerical duties.Perform various Mail Center activities (sorting, metering, folding, inserting, delivery, pickup, etc.)Create excel spreadsheets, mail merge projects and word documentsAddress and label lettersComplete multiple projects at one timeLift heavy boxes, files or paper when neededMaintain the highest levels of customer care while demonstrating a friendly and cooperative attitudeDemonstrate flexibility in satisfying customer demands in a high volume, production environmentConsistently adhere to business procedure guidelinesAdhere to all safety proceduresTake direction from supervisor or site managerMaintain all logs and reporting documentation; attention to detailParticipate in cross-training and perform other duties as assignedOperating mailing, copy or fax equipmentShipping &amp; ReceivingLift large bundles of mail, overnight packages and shipments of paperHandle time-sensitive material like confidential, urgent packagesMaintain the highest levels of customer care while demonstrating a friendly and cooperative attitudePerform other tasks as assigned","Minimum Requirements:High school diploma or equivalent (GED) requiredMinimum of 1 year customer service related experience requiredDesired Skills:Ability to communicate both verbally and written with customers and company personnel requiredComputer proficiency in email environments, MS Word/Excel or similar programs preferredAbility to handle multiple projects simultaneouslyStrong organizational and administrative skills preferredHandling up to a maximum of 55  pounds with or without accommodationsSort and deliver mail, packages, pouches both incoming and outgoingAbility to walk, sit, stand or sit for long periods (possibly entire shift)Ability to adhere to employee attendance policy",,0,1,0,Full-time,Entry level,High School or equivalent,Financial Services,Administrative,0
49,English Teacher Abroad,"US, OH, Kent",,,We help teachers get safe &amp; secure jobs abroad :),"Play with kids, get paid for it Love travel? Jobs in Asia$1,500+ USD monthly ($200 Cost of living)Housing provided (Private/Furnished)Airfare ReimbursedExcellent for student loans/credit cardsGabriel Adkins : #URL_ed9094c60184b8a4975333957f05be37e69d3cdb68decc9dd9a4242733cfd7f7##URL_75db76d58f7994c7db24e8998c2fc953ab9a20ea9ac948b217693963f78d2e6b#12 month contract : Apply today ",University degree required. TEFL / TESOL / CELTA or teaching experience preferred but not necessaryCanada/US passport holders only,See job description,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
50,Customer Service Team Lead,"US, NH, Dover",,,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve customer satisfaction. For almost 30 years, clients have turned to us to integrate and optimize their enterprise-wide business processes to empower employees, increase productivity and maximize results. As a trusted partner, we continually focus on delivering secure, technology-enabled document and communications solutions that improve our clients' work processes, enhance their customer interactions and drive growth.","We are currently seeking a Customer Service Team Lead. The right candidate will be an integral part of our talented team, supporting our continued growth. This position will be located in our Dover, NH location.Responsibilities include, but are not limited to:Data entryPerform various Mail Center activities (sorting, metering, folding, inserting, delivery, pickup, etc.)Address and label lettersComplete multiple projects at one timeLift heavy boxes, files or paper when neededMaintain the highest levels of customer care while demonstrating a friendly and cooperative attitudeDemonstrate flexibility in satisfying customer demands in a high volume, production environmentConsistently adhere to business procedure guidelinesAdhere to all safety proceduresTake direction from site managerMaintain all logs and reporting documentation; attention to detailParticipate in cross-training and perform other duties as assignedOperating mailing, copy or fax equipmentShipping &amp; ReceivingLift large bundles of mail, overnight packages and shipments of paperHandle time-sensitive material like confidential, urgent packagesProvide courier servicesMaintain the highest levels of customer care while demonstrating a friendly and cooperative attitudePerform other tasks as assigned","Required Qualifications:High school diploma or equivalent (GED) requiredMinimum of 1 year customer service related experience requiredAbility to communicate both verbally and written with customers and company personnel requiredComputer proficiency in email environments, MS Word/Excel or similar programs preferredAbility to handle multiple projects simultaneouslyStrong organizational and administrative skills preferredHandling up to a maximum of 55  pounds with or without accommodationsSort and deliver mail, packages, pouches both incoming and outgoingAbility to walk, sit, stand or sit for long periods (possibly entire shift)Ability to adhere to employee attendance policy",,0,1,0,Full-time,Entry level,High School or equivalent,Facilities Services,Customer Service,0
51,"Food Production Manager @ PGI, a Food Production Company","US, NV, Carson City",Production,,"PGI is a fast growing organic herb/spice/botanicals importing and production company that utilizes extensive food safety, handling and management practices to insure a quality product. ","November, 2014Pure Ground Ingredients (PGI)in Carson CityPGI is a fast growing organic herb/spice/botanicals importing and production company that utilizes extensive food safety, handling and management practices to insure a quality product. We currently have a number of open positions in our shipping, warehouse and production operations.Food Production Manager- Experience managing staff and processing including milling, blending, packing, roasting, micro treatment operations, etc..- Experience with OSHA, HACCP and industry food/safety standards and policies- Experience manage physical plant operations, including electrical and food production machineryAll applicants must submit to drug and background screening.Company is an Equal Opportunity Employer.","Manager role requirements- Multi-lingual (English &amp; Spanish)- Computer literate (MS Excel, email, web browsing, etc)- Previous food production/manufacturing experience- Team leadership and staff development experienceRequirements for applicants- Submit resume (please don't call/visit).- Specify which position you are applying for.- Include a brief statement indicating your background match to our requirements.",,0,1,0,Full-time,Entry level,High School or equivalent,Food & Beverages,Production,0
52,Administrative/Front Desk,"US, OK, Tulsa",,,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve customer satisfaction. For almost 30 years, clients have turned to us to integrate and optimize their enterprise-wide business processes to empower employees, increase productivity and maximize results. As a trusted partner, we continually focus on delivering secure, technology-enabled document and communications solutions that improve our clients' work processes, enhance their customer interactions and drive growth.","The Customer Service Technical Specialist will be based in our Tulsa, OK client location. The right candidate will be an integral part of our talented team, supporting our continued growth. Responsibilities:Simple typingData entry for work tickets and for reportsCovering phones and help customers at front deskSupporting and helping Copy Services at the customer service counterContacting equipment providers for service as necessaryOrdering supplies and keeping track of inventoryMaintaining all logs and reporting documentation; attention to detailHandling time-sensitive material like confidential, urgent projectsMaintaining the highest levels of customer care while demonstrating a friendly and cooperative attitudeDemonstrating flexibility in satisfying customer demands in a high volume, production environmentConsistently adhering to business procedure guidelinesTaking direction from supervisor or site managerPerforming other tasks as assigned and participate in crosstrainingAdhering to all safety procedures","Required Qualifications:Minimum 1 year customer service related experience requiredMinimum 1 year of administrative work within a business or production environmentStrong working knowledge with PCs and WindowsStrong working knowledge with MS OfficeAbility to interface with end user in professional manner, sense of urgencyMust be able to work well with customers and be able to handle a fast-paced environment.Excellent communication skills both verbal (telephone and face/face) and writtenAbility to effectively work individually or in a team environmentMust have the attention and awareness of details for the specifications of print projects.Competency in performing multiple functional tasksAbility to meet employer's attendance policyLifting and/or moving items up to 50 pounds or the maximum allowed by current State Law with or without accommodationsStanding and/or walking for long periods of time with or without accommodationsHighschool Diploma or Equivalent requiredPreferred Qualifications:Experience in copy or print production is preferredMinimum of 1 year related experience preferred (Administrative work)Knowledge of hardware/software a plus (Adobe Photoshop or InDesign, MS Office/Mid level, Access experience a plus)Graphic arts and/or Pre-press would be a plusCollege Degree or Equivalent preferred ",,0,1,0,Full-time,Entry level,High School or equivalent,Education Management,Administrative,0
53,Payroll Tax Specialist,"US, NY, New York",,,"Namely is the leading end-to-end HR and payroll platform for growing companies. Offerings include human payroll, benefits administration, time management, human capital management, performance management, and employee engagement. In addition, each company is assigned its own account manager, available 24/7 for ongoing support and training for each of Namely’s features. Namely is used by some of the world’s most innovative and exciting companies from many industries, including media, technology, commerce, and professional services.","Namely is an agile startup dedicated to building an end-to-end Human Capital Management platform for businesses of all sizes – clients like Birchbox, Hailo &amp; Warby Parker all use Namely for HR management. Our users are varied (HR administrators, managers, and average employees), and our clients each have their own culture and policies.",Qualifications:Payroll and/or Payroll Tax processing experience requiredMaster Tax Software knowledge or similar software requiredMS Excel requiredDuties:Verify that all required documentation is received by client for payroll tax set-upRegister clients with various state agencies for withholding and unemployment tax accountsRegister clients for ACH Credit/Debit payments and reportingAssist with processing payroll tax payments using Master Tax and onlineAssist with the preparation and submission of monthly and quarterlypayroll tax withholding and contribution returns using Master Tax and online,,0,1,0,Full-time,,,Information Technology and Services,,0
54,Technical Project Manager,"US, NY, New York City",,,,"GBI is a growing company developing several cutting edge systems in the financial industry.  We are set to embark on a few exciting new integrations with new partners, and are seeking individuals to lead and execute on these new projects, from design to implementation to support.  If you are self-motivated, detail-oriented, and energetic with a passion for leading all facets of a software development project and building a team to bring that to bear, this is the company for you.  DESCRIPTIONHighly motivated individual who can quickly come up to speed, understand and support existing applications.Experience with business analysis, requirements gathering, functional specifications, testing, and support of new and existing applications.Demonstrated ability of working with users and being the go-to person for any application related issues.  Ability to quickly become a subject matter expert.Utilize leadership and organizational skills to effectively manage multiple tasks.  Interface with partners, clients, and executive team to ensure success as needed on these tasks.Support meetings with various levels of users and management, helping to document and support follow-up of meeting priorities.","Must have excellent oral and written communication skills to conduct meetings and communicate effectively with all levels of management as needed.  Ability to document software designs, adhering to company standards, to effectively delegate software implementations.3 - 5 years of experience in project management, business analysis, and testing.  Experience with supporting Web Applications and Custom Applications.2+ years of experience working in Agile Development projects, utilizing source control, wiki, storyboards, etc.).  Experience with Atlassian Suite, Zen Desk, or similar.","Experience with CRM, such as SugarCRM.Past employment history in a financial company.",0,0,0,Full-time,Associate,Bachelor's Degree,Financial Services,Information Technology,0
55,Outside Sales Professional-St. Cloud,"US, MN, St. Cloud",,,"ABC Supply Co., Inc. is the nation’s largest wholesale distributor of roofing and one of the largest distributors of siding, windows, and other exterior building products. Since our start in 1982, we've grown to become a national organization with over 450 locations in 45 states. Our mission is to be the biggest, best, and easiest service company distributing exterior building products. We fulfill that mission by stocking the brands and products contractors need at competitive prices, operating a state-of-the-art delivery system, and actively listening to our customers. We know that we will only be successful when our customers are successful. That’s why we make good on our promises every day.","As an Outside Sales Representative, you must have excellent sales talents as well as the willingness to learn the ABC Supply sales approach. It will also be very helpful to your role as an Outside Sales Representative if you have existing knowledge of exterior building product lines such as siding, roofing, and windows.  This will not only to lend credibility to your sales presentations, but also to assist the Branch Manager in the selection of new product lines. It is also vital for your role as an Outside Sales Representative that you have empathy for your customers and their needs, and always provide them with the best possible service.","Track Record of Sales Success – B2B or B2CNo minimum experience required, but specific industry knowledge is strongly preferredFamiliarity with product lines and the overall building contractor process is strongly preferredPast Experience in a production-measured environment, highly desiredValid driver’s license, clean driving record, and own reliable vehicleExceptional verbal and written communication, interpersonal and public speaking skillsProfessional appearance and demeanorSuperior time-management and planning skillsExcellent attention to detail and organizational skillsPositive, team-oriented attitudeSelf MotivatedHigh school diploma or equivalent; college degree preferredStable job historyWillingness to travel within territory, as neededAutomobile and Insurances to company standards","As an Outside Sales Representative, you will receive paid sales training, which will include professional development sessions with veteran ABC sales representatives! You will also receive consistent product training, particularly when we adopt new products and product lines. You will find there is plenty of opportunity for growth as an Outside Sales Representative, both within the role itself, and possibilities in Management. We value your hard work and professional dedication as an Outside Sales Representative, and will reward you with an excellent compensation package. We have a very competitive commission-based pay structure, and you will continue to receive commission on your established accounts with every purchase they make. You will also receive a comprehensive benefits package!",0,1,0,,,,,,0
56,Junior HR Marketing Manager,"PL, ,",,,"We are Netguru and we love to develop web application based on Ruby On Rails framework. We value quality, transparent communication and passion for work.","We are Netguru and we love to develop web applications based on Ruby On Rails framework. We value quality, transparent communication and passion for work. This time we are looking for a junior HR Marketing manager, who knows how to build brand awareness and keep great relationship with our candidates. If you feel that’s you - apply.",Great Junior HR Marketing Manager is a person who knows how to:write job offers in the most clear and `straight to the point` waycarry out interviews and keep candidates experience greatpromote job offers using various online methodsdevelop accurate strategies to increase brand awarenessimprove their skills by being always up to date with new employer branding trendsWe want you to come on board if you:already have some experience in HRhave some experience in marketing or event organizationknow how to use effective communication techniques to attract new talentscan look on HR from a business development perspectivecan communicate well in Englishcan keep up positive relationship with people with various personality traits  are reliable and can quickly adapt to the IT environmentare a problem solver kind of person,"Perks &amp; benefits:co-financing international conferencesEnglish lessons once a weekhalf-price lunchesFIFA, Xbox &amp; other gamesNetguru Dinner once a month",0,1,1,,,,,,0
57,Outside Sales Professional-Oronoco,"US, MN, Oronoco",,,"ABC Supply Co., Inc. is the nation’s largest wholesale distributor of roofing and one of the largest distributors of siding, windows, and other exterior building products. Since our start in 1982, we've grown to become a national organization with over 450 locations in 45 states. Our mission is to be the biggest, best, and easiest service company distributing exterior building products. We fulfill that mission by stocking the brands and products contractors need at competitive prices, operating a state-of-the-art delivery system, and actively listening to our customers. We know that we will only be successful when our customers are successful. That’s why we make good on our promises every day.","As an Outside Sales Representative, you must have excellent sales talents as well as the willingness to learn the ABC Supply sales approach. It will also be very helpful to your role as an Outside Sales Representative if you have existing knowledge of exterior building product lines such as siding, roofing, and windows.  This will not only to lend credibility to your sales presentations, but also to assist the Branch Manager in the selection of new product lines. It is also vital for your role as an Outside Sales Representative that you have empathy for your customers and their needs, and always provide them with the best possible service.","Track Record of Sales Success – B2B or B2CNo minimum experience required, but specific industry knowledge is strongly preferredFamiliarity with product lines and the overall building contractor process is strongly preferredPast Experience in a production-measured environment, highly desiredValid driver’s license, clean driving record, and own reliable vehicleExceptional verbal and written communication, interpersonal and public speaking skillsProfessional appearance and demeanorSuperior time-management and planning skillsExcellent attention to detail and organizational skillsPositive, team-oriented attitudeSelf MotivatedHigh school diploma or equivalent; college degree preferredStable job historyWillingness to travel within territory, as neededAutomobile and Insurances to company standards","As an Outside Sales Representative, you will receive paid sales training, which will include professional development sessions with veteran ABC sales representatives! You will also receive consistent product training, particularly when we adopt new products and product lines. You will find there is plenty of opportunity for growth as an Outside Sales Representative, both within the role itself, and possibilities in Management. We value your hard work and professional dedication as an Outside Sales Representative, and will reward you with an excellent compensation package. We have a very competitive commission-based pay structure, and you will continue to receive commission on your established accounts with every purchase they make. You will also receive a comprehensive benefits package!",0,1,0,,,,,,0
